rowid,kepoi_name,koi_score,koi_period,koi_eccen,koi_ror,koi_srho,koi_prad,koi_sma,koi_teq,koi_insol,koi_dor,koi_count,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,Predict
1,K00752.01,1,9.48803557,0,0.022344,3.20796,2.26,0.0853,793,93.59,24.81,2,5455,4.467,0.14,0.927,0.919,,0
2,K00752.02,0.969,54.4183827,0,0.027954,3.02368,2.83,0.2734,443,9.11,77.9,2,5455,4.467,0.14,0.927,0.919,,0
5,K00755.01,1,2.525591777,0,0.024064,1.98635,2.75,0.0374,1406,926.16,8.75,1,6031,4.438,0.07,1.046,1.095,,0
6,K00756.01,1,11.09432054,0,0.036779,0.67324,3.9,0.0992,835,114.81,16.36,3,6046,4.486,-0.08,0.972,1.053,,0
7,K00756.02,1,4.13443512,0,0.026133,0.37377,2.77,0.0514,1160,427.65,6.96,3,6046,4.486,-0.08,0.972,1.053,,0
8,K00756.03,0.992,2.56658897,0,0.014983,0.48909,1.59,0.0374,1360,807.74,5.54,3,6046,4.486,-0.08,0.972,1.053,,0
10,K00757.01,1,16.06864674,0,0.062161,3.6659,5.76,0.1158,600,30.75,36.85,3,5031,4.485,0.16,0.848,0.801,,0
11,K00001.01,0.811,2.470613377,0,0.123871,1.83538,13.04,0.0354,1339,761.46,8.3977,1,5820,4.457,-0.06,0.964,0.971,,0
12,K00002.01,1,2.204735417,0,0.075522,0.37936,16.1,0.0376,2048,4148.92,4.602,1,6440,4.019,0.14,1.952,1.449,,0
13,K00010.01,0.998,3.522498429,0,0.092086,0.65374,14.59,0.0473,1521,1264.67,7.541,1,6225,4.169,-0.04,1.451,1.132,,0
14,K00112.02,1,3.709214104,0,0.010424,1.77451,1.16,0.0465,1206,500.46,10.888,2,5833,4.407,-0.04,1.022,0.974,,0
19,K00746.01,1,9.27358173,0,0.032563,1.93557,2.47,0.0759,649,41.85,20.65,1,4856,4.583,-0.3,0.696,0.676,,0
20,K00747.01,1,6.02930329,0,0.038838,13.09803,2.85,0.0585,678,50.04,29.31,1,4537,4.648,0.21,0.672,0.761,,0
22,K00749.01,1,5.349553819,0,0.025706,1.73782,2.55,0.0563,919,168.99,13.8015,3,5185,4.44,0.16,0.91,0.831,,0
23,K00749.02,0.98,3.94105221,0,0.017105,1.85636,1.7,0.046,1018,253.15,11.51,3,5185,4.44,0.16,0.91,0.831,,0
24,K00749.03,0.971,8.10904807,0,0.013127,1.5302,1.3,0.0743,800,97.03,17.46,3,5185,4.44,0.16,0.91,0.831,,0
26,K00750.01,1,21.67699193,0,0.032666,0.60007,2.95,0.1408,530,18.64,24.6,4,4954,4.5,0.18,0.828,0.791,,0
27,K00751.01,1,4.99677968,0,0.030014,1.71827,2.78,0.0559,917,166.95,13.14,1,5339,4.552,0.18,0.847,0.931,,0
28,K00769.01,1,4.280963604,0,0.025377,1.24482,2.3,0.0503,1012,247.87,10.64,1,5644,4.564,-0.14,0.831,0.928,,0
32,K00773.01,1,38.3775486,0,0.024901,1.40588,2.82,0.2163,529,18.53,47.8,1,5481,4.369,0.16,1.036,0.915,,0
33,K00757.02,0.992,41.19725502,0,0.041693,3.9471,3.86,0.217,439,8.76,70.75,3,5031,4.485,0.16,0.848,0.801,,0
34,K00757.03,1,6.252962249,0,0.028604,3.28707,2.65,0.0617,823,108.3,18.94,3,5031,4.485,0.16,0.848,0.801,,0
35,K00758.01,1,16.01308419,0,0.034369,1.10942,3.1,0.1148,593,29.31,24.7,1,5015,4.499,0.1,0.826,0.785,,0
36,K00759.01,1,32.62876672,0,0.03852,2.79093,3.36,0.1889,506,15.55,53.95,2,5586,4.56,-0.3,0.798,0.844,,0
37,K00759.02,0.978,91.7732862,0,0.02432,1.60558,2.12,0.3764,359,3.92,89.4,2,5586,4.56,-0.3,0.798,0.844,,0
40,K00762.01,1,4.49876511,0,0.019817,0.67106,2.1,0.0542,1133,389.62,8.95,1,6075,4.486,-0.12,0.969,1.048,,0
42,K00115.01,1,5.412203927,0,0.024775,0.51087,2.94,0.0591,1093,337.68,9.25,3,5779,4.339,-0.06,1.087,0.941,,0
43,K00764.01,0.998,41.43958662,0,0.048175,0.28189,5.5,0.2288,516,16.72,29.47,1,5468,4.367,0.22,1.046,0.93,,0
44,K00765.01,1,8.35389523,0,0.029305,6.73215,2.52,0.0768,790,91.9,29.18,1,5592,4.582,-0.28,0.787,0.862,,0
45,K00766.01,1,4.125543472,0,0.036796,0.67162,4.43,0.0529,1243,565.35,8.45,1,6174,4.417,0.1,1.103,1.162,,0
46,K00767.01,1,2.816504904,0,0.117059,2.09079,12.21,0.0383,1219,521.13,9.571,1,5532,4.452,0.14,0.955,0.941,,0
48,K00786.01,1,3.689920099,0,0.018878,1.70798,1.89,0.0469,1147,408.99,10.71,1,5880,4.518,-0.06,0.917,1.01,,0
49,K00787.01,1,4.431238488,0,0.02933,1.01996,3.25,0.0529,1104,351.23,10.19,3,5714,4.428,0.16,1.015,1.007,,0
50,K00787.02,1,11.37936986,0,0.035628,0.63438,3.95,0.0993,806,99.68,16.31,3,5714,4.428,0.16,1.015,1.007,,0
51,K00788.01,1,26.39432897,0,0.03681,2.93923,3.07,0.1635,489,13.49,47.7,1,5129,4.595,0.02,0.763,0.846,,0
52,K00116.01,1,13.57078281,0,0.023908,0.49865,2.64,0.1096,785,89.61,16.93,4,5854,4.406,-0.12,1.012,0.951,,0
53,K00115.02,1,7.12594387,0,0.01512,0.23879,1.79,0.0711,997,233.31,8.62,3,5779,4.339,-0.06,1.087,0.941,,0
55,K00775.01,1,16.38489988,0,0.029758,5.4538,2,0.1084,433,8.35,42.62,3,4126,4.661,0.04,0.615,0.633,,0
56,K00775.02,1,7.8774163,0,0.03209,8.09685,2.16,0.0665,553,22.18,29.84,3,4126,4.661,0.04,0.615,0.633,,0
57,K00775.03,1,36.4454001,0,0.029681,5.21237,1.99,0.1847,332,2.88,71.53,3,4126,4.661,0.04,0.615,0.633,,0
58,K00776.01,1,3.728732147,0,0.068178,1.24118,6.02,0.0455,1023,258.34,9.7,1,5497,4.577,-0.1,0.809,0.907,,0
60,K00778.01,1,2.243380573,0,0.032248,1.50915,1.99,0.028,822,107.6,7.38,1,4149,4.698,-0.32,0.564,0.578,,0
62,K00780.01,1,2.337437946,0,0.027998,2.41093,2.34,0.0325,1070,311.16,8.86,2,5005,4.595,0.14,0.765,0.85,,0
65,K00781.01,1,11.59822233,0,0.051287,3.14915,2.65,0.0798,396,5.82,28.2,1,3688,4.79,0,0.473,0.503,,0
66,K00782.01,1,6.575315881,0,0.049152,0.64392,5.31,0.067,1015,251.38,11.37,1,5992,4.415,-0.32,0.989,0.927,,0
67,K00783.01,1,7.275040844,0,0.051358,0.10578,4.86,0.0732,833,113.64,6.66,1,5485,4.556,0.21,0.867,0.986,,0
68,K00784.01,1,19.27153892,0,0.031585,8.48241,1.93,0.1171,393,5.66,55.02,2,4077,4.702,-0.24,0.56,0.576,,0
69,K00784.02,1,10.06524317,0,0.031153,18.09666,1.91,0.076,488,13.43,45.9,2,4077,4.702,-0.24,0.56,0.576,,0
70,K00785.01,1,12.3935651,0,0.032536,0.27483,2.66,0.0983,677,49.68,13.07,1,5557,4.603,-0.4,0.75,0.832,,0
71,K00116.02,0.998,43.84439721,0,0.025934,0.22039,2.87,0.2395,531,18.77,28.2,4,5854,4.406,-0.12,1.012,0.951,,0
74,K00800.01,1,2.711504086,0,0.026533,0.91618,3.12,0.0401,1420,960.79,7.088,2,6214,4.442,0.07,1.076,1.169,,0
75,K00800.02,1,7.21203748,0,0.028255,0.99867,3.32,0.077,1025,260.58,14.003,2,6214,4.442,0.07,1.076,1.169,,0
77,K00790.01,1,8.47237911,0,0.030119,3.86328,2.59,0.0778,751,75.44,24.47,2,5354,4.587,-0.08,0.788,0.884,,0
78,K00790.02,0.989,60.4189369,0,0.027422,4.26444,2.36,0.2884,390,5.49,93.71,2,5354,4.587,-0.08,0.788,0.884,,0
79,K00791.01,1,12.61190435,0,0.073758,0.61222,7.4,0.1058,753,76.15,17.27,1,5795,4.508,-0.02,0.919,0.992,,0
82,K00794.01,1,2.539183147,0,0.017724,1.46261,2.06,0.0355,1332,743.09,7.93,1,5519,4.35,0.14,1.062,0.921,,0
83,K00795.01,1,6.770300385,0,0.037414,1.45164,2.77,0.064,812,102.87,15.21,1,5653,4.656,-0.84,0.679,0.767,,0
86,K00812.02,1,20.06036336,0,0.036455,3.09445,1.96,0.115,361,4,40.4,4,3950,4.754,-0.46,0.493,0.502,,0
88,K00116.04,0.952,23.9800854,0,0.011879,0.05654,1.31,0.1602,649,41.94,11.98,4,5854,4.406,-0.12,1.012,0.951,,0
89,K00812.04,0.994,7.82502168,0,0.022312,2.54508,1.2,0.0614,494,14.05,20.2,4,3950,4.754,-0.46,0.493,0.502,,0
90,K00813.01,1,3.895936525,0,0.08689,2.31292,7.34,0.046,1005,241.62,12.29,1,5557,4.592,-0.3,0.774,0.866,,0
91,K00814.01,0.999,22.36646466,0,0.028938,1.12517,2.32,0.1449,536,19.45,31,1,5395,4.615,-0.34,0.734,0.821,,0
92,K00801.01,1,1.625522174,0,0.080543,1.28198,9.73,0.0265,1579,1467.41,5.6364,1,5539,4.322,0.16,1.106,0.935,,0
97,K00806.01,1,143.2063047,0,0.094044,1.83449,8.9,0.5336,308,2.14,125.8,5,5485,4.556,0.21,0.867,0.986,,0
98,K00116.03,0.95,6.164876,0,0.007192,0.69664,0.79,0.0648,1021,256.35,11.19,4,5854,4.406,-0.12,1.012,0.951,,0
99,K00806.02,0.745,60.32494216,0,0.128744,2.37656,12.19,0.2998,411,6.77,77.04,5,5485,4.556,0.21,0.867,0.986,,0
100,K00806.03,,29.1598615,0,0.02018,1.92739,1.91,0.1847,524,17.85,44.2,5,5485,4.556,0.21,0.867,0.986,,0
103,K00809.01,1,1.594745374,0,0.115879,1.77544,11.3,0.0258,1539,1329.42,6.203,1,5934,4.491,-0.38,0.893,0.901,,0
105,K00811.01,1,20.50588921,0,0.041039,2.64998,3.41,0.1326,518,17.06,38.91,1,4905,4.544,-0.04,0.761,0.739,,0
106,K00812.01,1,3.340218842,0,0.037683,3.23586,2.03,0.0348,656,43.73,12.4,4,3950,4.754,-0.46,0.493,0.502,,0
108,K00829.01,1,18.64932728,0,0.027096,1.97596,3.12,0.139,701,57.13,33.12,3,5775,4.405,0.16,1.053,1.026,,0
109,K00117.02,1,4.90144976,0,0.011136,0.3709,1.7,0.0586,1262,598.74,7.78,4,5847,4.191,0.26,1.402,1.113,,0
110,K00829.02,0.998,9.75192101,0,0.024042,0.044,2.76,0.0902,870,135.66,6.05,3,5775,4.405,0.16,1.053,1.026,,0
111,K00829.03,1,38.5576546,0,0.03498,0.19756,4.02,0.2255,550,21.71,24.9,3,5775,4.405,0.16,1.053,1.026,,0
112,K00830.01,0.99,3.525632539,0,0.13372,2.43681,11.58,0.0431,975,213.12,11.699,1,5150,4.572,0.08,0.793,0.855,,0
114,K00816.01,1,7.748094239,0,0.046615,1.06292,5.52,0.081,964,204.39,15,1,5973,4.439,0.36,1.085,1.181,,0
115,K00817.01,1,23.96793669,0,0.03141,3.03325,1.8,0.1322,329,2.77,45.2,2,3747,4.728,0.1,0.524,0.536,,0
116,K00818.01,1,8.11437482,0,0.037204,3.76716,2.1,0.0649,460,10.55,23.58,1,3692,4.753,0.28,0.517,0.553,,0
120,K00117.01,0.992,14.74914825,0,0.018864,0.55575,2.89,0.1221,874,137.91,18.56,4,5847,4.191,0.26,1.402,1.113,,0
121,K00821.01,1,21.81295996,0,0.030952,2.39175,3.38,0.1495,639,39.33,39.183,1,5601,4.41,0.08,0.999,0.934,,0
124,K00824.01,1,15.37562369,0,0.12103,2.43887,11.01,0.1121,600,30.54,31.24,1,4986,4.496,0.16,0.833,0.793,,0
125,K00825.01,1,8.10363271,0,0.026361,2.33533,2.11,0.0712,687,52.82,20.09,2,4861,4.574,-0.08,0.732,0.733,,0
126,K00825.02,1,4.71510843,0,0.018268,2.42359,1.46,0.0496,823,108.84,14.18,2,4861,4.574,-0.08,0.732,0.733,,0
127,K00826.01,1,6.365839713,0,0.026275,1.41102,2.44,0.0659,914,165.33,14.46,1,5776,4.554,-0.18,0.849,0.939,,0
130,K00840.01,1,3.04033046,0,0.104023,2.31195,8.99,0.0374,1021,257.29,10.41,1,5035,4.519,-0.06,0.791,0.754,,0
131,K00841.01,1,15.33528675,0,0.056,0.81659,5,0.1179,610,32.67,21.65,5,5251,4.581,0.21,0.817,0.926,,0
132,K00117.04,0.998,7.95825328,0,0.006915,0.29918,1.06,0.0809,1074,314.15,10.01,4,5847,4.191,0.26,1.402,1.113,,0
133,K00841.02,1,31.33046135,0,0.072904,0.70448,6.5,0.1898,481,12.61,33.19,5,5251,4.581,0.21,0.817,0.926,,0
137,K00834.01,0.999,23.65369415,0,0.05219,0.41907,7.89,0.1658,731,67.65,23.142,5,5739,4.191,0.3,1.384,1.083,,0
138,K00834.02,0.996,13.23352214,0,0.020278,0.3884,3.06,0.1126,888,146.67,15.32,5,5739,4.191,0.3,1.384,1.083,,0
139,K00834.03,0.997,6.15560285,0,0.015336,0.40662,2.32,0.0676,1146,406.94,9.34,5,5739,4.191,0.3,1.384,1.083,,0
140,K00834.04,1,2.090811305,0,0.010686,0.1588,1.62,0.0329,1642,1718.04,3.32,5,5739,4.191,0.3,1.384,1.083,,0
141,K00117.03,0.995,3.180027898,0,0.009989,0.5756,1.53,0.0439,1458,1066.86,6.751,4,5847,4.191,0.26,1.402,1.113,,0
142,K00834.05,0.989,50.4467417,0,0.01767,0.97794,2.67,0.2747,568,24.64,50.9,5,5739,4.191,0.3,1.384,1.083,,0
143,K00835.01,1,11.76307164,0,0.028519,4.37951,2.35,0.0954,616,33.99,31.76,2,4959,4.603,0.16,0.756,0.849,,0
144,K00835.02,0.878,56.2279271,0,0.028683,4.47051,2.37,0.2707,366,4.22,90.7,2,4959,4.603,0.16,0.756,0.849,,0
146,K00837.01,1,7.953547,0,0.026448,3.48717,2.25,0.0712,696,55.37,22.68,2,4768,4.536,0.18,0.779,0.759,,0
147,K00837.02,1,4.14451656,0,0.017441,2.87358,1.48,0.0461,864,132.08,13.767,2,4768,4.536,0.18,0.779,0.759,,0
149,K00850.01,0.999,10.52629458,0,0.095143,3.85261,8.24,0.088,713,61.16,28.26,1,5386,4.553,-0.2,0.793,0.82,,0
150,K00851.01,1,4.583520948,0,0.056287,2.30111,5.39,0.0535,1038,274.98,13.672,1,5815,4.54,-0.12,0.877,0.973,,0
151,K00852.01,0.876,3.76181843,0,0.025656,0.06927,2.66,0.047,1121,372.62,3.73,1,5653,4.472,0.1,0.949,0.974,,0
152,K00853.01,1,8.20396958,0,0.033372,0.65082,3.01,0.0735,742,71.5,13.23,2,5015,4.499,0.1,0.826,0.785,,0
153,K00853.02,1,14.49645186,0,0.033377,0.0859,3.01,0.1074,613,33.48,9.85,2,5015,4.499,0.1,0.826,0.785,,0
155,K00842.01,1,12.71809866,0,0.030871,2.98907,2.31,0.0934,562,23.6,29.5,2,4702,4.592,-0.22,0.686,0.67,,0
156,K00842.02,0.999,36.06588163,0,0.035281,3.78452,2.64,0.1871,397,5.88,63.84,2,4702,4.592,-0.22,0.686,0.67,,0
157,K00843.01,1,4.190425659,0,0.050076,1.28404,6.21,0.0535,1234,547.9,10.6,1,6073,4.392,0.2,1.135,1.163,,0
158,K00844.01,1,3.709870784,0,0.040686,1.22579,4.35,0.0471,1151,415.1,9.6255,1,5727,4.463,0.14,0.978,1.013,,0
159,K00845.01,1,16.3297527,0,0.034822,0.16717,3.75,0.1255,727,66.08,13.31,1,5878,4.444,-0.06,0.987,0.989,,0
160,K00846.01,0.985,27.80756622,0,0.161479,1.98053,13.84,0.1711,554,22.24,43.26,1,5862,4.584,-0.52,0.785,0.865,,0
161,K00847.01,0.942,80.8723469,0,0.056129,0.37264,7.59,0.3577,452,9.88,50.5,1,5510,4.222,0.16,1.238,0.932,,0
163,K00118.01,0.912,24.99324319,0,0.015956,0.42385,2.29,0.1651,712,60.88,24.1,1,5718,4.181,0,1.317,0.961,,0
164,K00849.01,1,10.35533116,0,0.024674,2.92779,2.47,0.0895,777,86.22,25.51,1,5501,4.462,0.02,0.918,0.891,,0
165,K00867.01,1,16.08518937,0,0.040767,0.41177,3.68,0.1173,613,33.43,17.79,1,5239,4.523,0,0.826,0.83,,0
167,K00869.01,1,7.49018305,0,0.029843,3.3941,2.56,0.0703,753,76.06,21.59,4,5103,4.562,0.04,0.787,0.823,,0
168,K00869.02,1,36.2761238,0,0.035273,3.09103,3.03,0.2012,445,9.29,59.91,4,5103,4.562,0.04,0.787,0.823,,0
169,K00869.03,1,17.46087931,0,0.026969,7.45729,2.32,0.1236,568,24.6,49.3,4,5103,4.562,0.04,0.787,0.823,,0
171,K00855.01,0.974,41.40831669,0,0.139516,3.42177,11.38,0.2162,453,9.93,67.69,1,5522,4.586,-0.46,0.747,0.786,,0
173,K00857.01,1,5.715425977,0,0.027348,2.71439,2.47,0.0611,850,123.03,16.74,2,5237,4.572,0.24,0.826,0.927,,0
174,K00119.01,0.959,49.18394185,0,0.036501,0.31666,8.2,0.2829,669,47.4,34.34,2,5626,3.907,0.36,2.057,1.247,,0
175,K00857.02,0.994,20.0261412,0,0.025305,2.00738,2.28,0.1409,559,23.14,34.9,2,5237,4.572,0.24,0.826,0.927,,0
178,K00861.01,1,2.237489571,0,0.015942,3.26761,1.41,0.0325,1160,427.17,9.527,1,5265,4.58,0.14,0.81,0.91,,0
180,K00863.01,1,3.167893418,0,0.025513,2.78453,2.62,0.0426,1221,526.23,11.389,1,5895,4.503,-0.02,0.94,1.026,,0
181,K00864.01,1,4.311780262,0,0.030716,1.86883,3.11,0.0511,1038,274.84,12.25,3,5527,4.484,0.16,0.927,0.956,,0
182,K00864.02,1,20.0504494,0,0.026569,1.54536,2.69,0.1423,622,35.44,32,3,5527,4.484,0.16,0.927,0.956,,0
183,K00864.03,1,9.76734503,0,0.026407,2.17446,2.67,0.0881,791,92.46,22.2,3,5527,4.484,0.16,0.927,0.956,,0
185,K00119.02,0.987,190.3200468,0,0.034654,0.11866,7.78,0.6972,426,7.8,61,2,5626,3.907,0.36,2.057,1.247,,0
187,K00880.01,1,26.44439337,0,0.038511,3.96328,3.91,0.1687,562,23.54,52.72,4,5427,4.463,0.16,0.929,0.915,,0
188,K00880.02,0.983,51.53997972,0,0.05435,1.85679,5.51,0.2632,450,9.67,63.88,4,5427,4.463,0.16,0.929,0.915,,0
189,K00880.03,1,5.902245782,0,0.023909,2.05923,2.43,0.0621,926,173.74,15.59,4,5427,4.463,0.16,0.929,0.915,,0
190,K00880.04,1,2.382951591,0,0.018369,2.19197,1.86,0.0339,1253,583.01,8.7,4,5427,4.463,0.16,0.929,0.915,,0
191,K00881.01,1,21.02250608,0,0.037466,2.85327,3.07,0.1378,521,17.48,40.546,2,5067,4.585,-0.08,0.75,0.789,,0
192,K00869.04,1,3.219814777,0,0.019702,3.26825,1.69,0.04,998,234.93,12.14,4,5103,4.562,0.04,0.787,0.823,,0
193,K00870.01,1,5.912273234,0,0.027826,4.13623,1.73,0.0537,585,27.72,19.7,2,4072,4.696,-0.18,0.57,0.586,,0
194,K00870.02,1,8.98581901,0,0.026527,3.50489,1.65,0.0709,509,15.9,24.64,2,4072,4.696,-0.18,0.57,0.586,,0
197,K00872.01,1,33.60123371,0,0.083298,2.04292,8.46,0.1956,495,14.22,49.6,2,5149,4.447,0.42,0.93,0.882,,0
198,K00872.02,1,6.76652928,0,0.019382,1.85399,1.97,0.0672,845,120.48,16.49,2,5149,4.447,0.42,0.93,0.882,,0
199,K00873.01,1,4.347288783,0,0.019273,4.18264,2.36,0.0524,1174,449.79,16.107,1,5754,4.345,0.16,1.122,1.014,,0
200,K00874.01,1,4.601811819,0,0.02579,2.109,2.35,0.0501,896,152.91,13.32,2,4986,4.496,0.16,0.833,0.793,,0
201,K00874.02,0.997,11.18719905,0,0.017042,2.28406,1.55,0.0907,667,46.65,24.72,2,4986,4.496,0.16,0.833,0.793,,0
204,K00877.01,1,5.95489993,0,0.033728,3.48052,2.33,0.0554,635,38.52,18.69,3,4261,4.641,-0.06,0.633,0.64,,0
205,K00877.02,1,12.03987488,0,0.031605,4.82896,2.18,0.0886,502,15.06,33.32,3,4261,4.641,-0.06,0.633,0.64,,0
206,K00877.03,0.998,20.83762895,0,0.020532,5.25789,1.42,0.1278,418,7.24,49.4,3,4261,4.641,-0.06,0.633,0.64,,0
208,K00878.01,1,23.58917143,0,0.040151,0.16337,3.16,0.1429,487,13.34,16.88,1,4919,4.566,-0.24,0.721,0.697,,0
209,K00123.01,1,6.481633073,0,0.017836,0.20633,2.54,0.0683,1145,406.25,7.71,2,5945,4.213,-0.08,1.302,1.009,,0
210,K00892.01,1,10.37168928,0,0.033023,2.15323,3.2,0.0873,720,63.68,23,2,5121,4.457,0.18,0.888,0.822,,0
212,K00893.01,1,4.40841331,0,0.025379,0.03994,2.66,0.052,1139,398,3.45,1,6007,4.457,-0.24,0.961,0.968,,0
214,K00881.02,1,226.8904775,0,0.055361,1.95932,4.53,0.6732,236,0.73,174.7,2,5067,4.585,-0.08,0.75,0.789,,0
217,K00884.01,1,9.439459486,0,0.048953,3.76657,4.16,0.0837,686,52.32,26.081,3,5097,4.597,0.21,0.779,0.891,,0
218,K00122.01,1,11.52306746,0,0.020288,1.77474,3.13,0.1017,927,174.81,23.181,1,5644,4.162,0.3,1.411,1.053,,0
219,K00884.02,0,20.47748843,0,0.034376,5.64738,2.92,0.1402,530,18.65,50,3,5097,4.597,0.21,0.779,0.891,,0
220,K00884.03,1,3.336123113,0,0.020396,3.61764,1.74,0.0418,970,209.79,12.86,3,5097,4.597,0.21,0.779,0.891,,0
221,K00886.01,1,8.01078456,0,0.03347,5.73059,1.72,0.0616,453,9.9,26.89,3,3713,4.779,-0.12,0.47,0.484,,0
222,K00886.02,1,12.07134205,0,0.025158,1.35939,1.29,0.0809,395,5.74,21.878,3,3713,4.779,-0.12,0.47,0.484,,0
223,K00886.03,0.986,20.99587872,0,0.025412,9.69398,1.3,0.117,328,2.74,60.9,3,3713,4.779,-0.12,0.47,0.484,,0
224,K00887.01,1,7.41113177,0,0.024438,1.56072,2.45,0.0748,905,158.11,16.55,1,5849,4.517,-0.02,0.919,1.014,,0
226,K00889.01,0.999,8.884922995,0,0.114124,11.62061,10.51,0.0786,770,83.21,36.466,1,5332,4.5,-0.08,0.843,0.821,,0
227,K00890.01,1,8.09888906,0,0.076211,1.14941,8.95,0.0832,986,223.19,15.8546,1,6214,4.442,0.07,1.076,1.169,,0
228,K00891.01,1,10.00653012,0,0.032174,0.1029,3.52,0.0933,876,139.21,8.17,1,6063,4.47,-0.02,1.001,1.079,,0
229,K00012.01,0.635,17.85522168,0,0.08815,0.47367,13.16,0.1491,911,163.04,19.986,1,6823,4.308,0.07,1.367,1.386,,0
232,K00903.01,1,5.007316661,0,0.077106,0.59565,6.96,0.0556,998,234.28,9.24,1,5865,4.563,-0.34,0.827,0.914,,0
233,K00904.01,1,2.211116989,0,0.026289,1.85398,1.85,0.0294,931,177.19,7.83,5,4500,4.656,-0.02,0.646,0.71,,0
234,K00904.02,0.997,27.9541337,0,0.026973,4.12204,1.9,0.1593,400,6.04,55.43,5,4500,4.656,-0.02,0.646,0.71,,0
235,K00124.01,0.415,12.69104387,0,0.014487,2.08259,2.57,0.1072,1008,244.3,26.076,2,5869,4.024,-0.16,1.626,1.019,,0
237,K00896.01,1,16.23947096,0,0.045252,2.37192,4.14,0.1229,598,30.14,32.1,3,5191,4.564,0.34,0.837,0.937,,0
238,K00896.02,1,6.308201629,0,0.032418,2.21701,2.96,0.0654,819,106.44,16.707,3,5191,4.564,0.34,0.837,0.937,,0
239,K00897.01,1,2.052349884,0,0.11123,2.08526,13.12,0.0322,1497,1183.18,7.743,1,5855,4.393,0.14,1.08,1.049,,0
240,K00898.01,1,9.7704486,0,0.040133,6.22573,2.23,0.0714,460,10.59,31.55,3,3906,4.73,-0.32,0.509,0.508,,0
241,K00898.02,1,5.169804269,0,0.029936,3.97487,1.66,0.0467,569,24.75,17.77,3,3906,4.73,-0.32,0.509,0.508,,0
242,K00123.02,1,21.22261195,0,0.01746,0.68373,2.48,0.1506,771,83.56,25.344,2,5945,4.213,-0.08,1.302,1.009,,0
243,K00898.03,1,20.09017037,0,0.040437,0.38566,2.25,0.1154,362,4.05,20.2,3,3906,4.73,-0.32,0.509,0.508,,0
244,K00899.01,0.999,7.11373257,0,0.025862,5.31573,1.16,0.0551,429,8.01,24.23,3,3561,4.855,0,0.411,0.44,,0
245,K00899.02,0.999,3.306551643,0,0.020275,4.9442,0.91,0.0331,554,22.19,14.19,3,3561,4.855,0,0.411,0.44,,0
246,K00899.03,0.998,15.36845737,0,0.02471,9.06854,1.11,0.0922,332,2.86,48.38,3,3561,4.855,0,0.411,0.44,,0
248,K00911.01,1,4.093578461,0,0.026123,0.17115,2.85,0.0514,1182,461.07,5.33,2,6077,4.471,-0.04,0.999,1.077,,0
249,K00911.02,0.999,105.145959,0,0.031397,0.06931,3.43,0.4471,401,6.09,34.3,2,6077,4.471,-0.04,0.999,1.077,,0
250,K00912.01,1,10.8484518,0,0.036303,3.54573,2.34,0.0815,499,14.66,28.05,2,4201,4.682,-0.2,0.591,0.609,,0
251,K00912.02,1,6.66833241,0,0.018246,3.93143,1.18,0.0589,587,28.06,21,2,4201,4.682,-0.2,0.591,0.609,,0
252,K00913.01,0.997,4.082274889,0,0.121652,1.43467,10.55,0.0479,1016,251.48,10.812,1,5655,4.581,-0.3,0.794,0.886,,0
254,K00904.03,1,42.1406089,0,0.026274,2.91697,1.85,0.2095,349,3.49,64.94,5,4500,4.656,-0.02,0.646,0.71,,0
255,K00904.04,1,4.617490562,0,0.023024,1.67234,1.62,0.048,728,66.47,12.35,5,4500,4.656,-0.02,0.646,0.71,,0
256,K00904.05,0.996,10.19849255,0,0.024778,2.39146,1.75,0.0814,559,23.11,23.6,5,4500,4.656,-0.02,0.646,0.71,,0
258,K00906.01,1,7.15681552,0,0.026979,2.74384,2.47,0.0675,782,88.23,19.51,3,5029,4.494,0.14,0.838,0.798,,0
259,K00906.02,1,17.64830851,0,0.026581,8.12503,2.43,0.1232,579,26.49,51.1,3,5029,4.494,0.14,0.838,0.798,,0
260,K00906.03,0.957,4.14810719,0,0.011755,2.20456,1.08,0.0469,938,182.76,12.61,3,5029,4.494,0.14,0.838,0.798,,0
261,K00907.01,1,16.51410989,0,0.028718,1.66311,2.72,0.1199,655,43.57,28.84,4,5527,4.488,-0.18,0.866,0.841,,0
262,K00907.02,1,30.1329298,0,0.03322,0.4031,3.14,0.179,536,19.55,26.8,4,5527,4.488,-0.18,0.866,0.841,,0
263,K00907.03,1,4.79090809,0,0.014349,2.35518,1.36,0.0525,990,227.24,14.19,4,5527,4.488,-0.18,0.866,0.841,,0
264,K00124.02,1,31.71981013,0,0.017414,2.4614,3.09,0.1975,743,71.97,50.78,2,5869,4.024,-0.16,1.626,1.019,,0
265,K00907.04,1,99.6415962,0,0.027879,10.35916,2.64,0.3973,360,3.97,175.84,4,5527,4.488,-0.18,0.866,0.841,,0
266,K00908.01,1,4.708326451,0,0.080242,1.58315,10.6,0.0539,1162,431.02,12.288,1,5560,4.246,0.14,1.21,0.94,,0
268,K00910.01,1,5.392026903,0,0.030649,1.63004,2.68,0.0583,850,123.33,13.58,1,5198,4.589,0.21,0.801,0.915,,0
270,K00929.01,1,6.491682808,0,0.079893,0.57225,9.66,0.0715,1062,301.54,10.84,2,6123,4.413,0.14,1.107,1.159,,0
