rowid,kepoi_name,koi_score,koi_period,koi_eccen,koi_ror,koi_srho,koi_prad,koi_sma,koi_teq,koi_insol,koi_dor,koi_count,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,Predict
1889,K02156.01,1,2.852348262,0,0.035061,67.07426,1.66,0.0305,621,34.95,30.7,1,3731,4.83,-0.28,0.433,0.463,,0
1890,K02227.01,0.485,65.6480892,0,0.028896,0.1835,3.93,0.3197,485,13.04,34.7,1,5565,4.251,0.32,1.246,1.008,,0
1896,K02313.01,1,16.07673148,0,0.020172,13.21157,2.14,0.1281,724,64.75,56.52,1,5957,4.498,0.07,0.971,1.083,,0
1897,K02314.01,1,18.87058705,0,0.025771,0.56932,2.67,0.1401,701,56.97,22,1,6103,4.496,-0.2,0.949,1.028,,0
1899,K02316.01,1,17.1369408,0,0.017456,0.57647,2.05,0.135,775,85.15,20.762,1,6218,4.421,-0.04,1.077,1.114,,0
1900,K00238.02,0.993,26.6951944,0,0.010567,2.35995,1.4,0.1757,706,58.81,44.63,3,6086,4.274,-0.16,1.216,1.013,,0
1902,K00222.01,1,6.312508525,0,0.032005,2.82876,2,0.0561,575,25.94,18.129,2,4090,4.696,-0.18,0.571,0.591,,0
1904,K02086.01,0.983,7.1329472,0,0.011502,0.38003,1.64,0.0719,1102,349.21,10.07,4,5862,4.194,-0.1,1.307,0.973,,0
1905,K02086.02,0.972,8.91901228,0,0.012857,0.54873,1.84,0.0835,1023,258.92,13.21,4,5862,4.194,-0.1,1.307,0.973,,0
1909,K02160.01,1,17.6700291,0,0.021247,0.037,2.89,0.1348,778,86.37,8.48,2,5795,4.265,0.16,1.247,1.042,,0
1911,K02162.01,1,108.593113,0,0.016727,1.88819,1.68,0.4126,374,4.64,105.58,2,5678,4.409,-0.4,0.921,0.794,,0
1912,K02236.01,1,19.9865916,0,0.031224,0.1037,4.22,0.1404,720,63.67,12.99,2,5500,4.218,0.14,1.238,0.922,,0
1913,K02236.02,0.959,12.12580644,0,0.018511,0.69986,2.5,0.1007,851,123.78,17.59,2,5500,4.218,0.14,1.238,0.922,,0
1915,K00232.05,1,56.2590881,0,0.017091,0.93373,2.22,0.287,543,20.49,53.86,5,6038,4.284,-0.16,1.191,0.995,,0
1916,K02238.01,0.997,1.646801683,0,0.01543,8.32289,0.86,0.0223,806,99.8,10.61,1,3810,4.753,-0.02,0.513,0.543,,0
1917,K02317.01,0.996,3.78861833,0,0.010833,1.42473,1.23,0.0467,1158,424.17,10.26,1,5560,4.379,0.16,1.04,0.943,,0
1918,K02318.01,1,10.45839865,0,0.015375,2.94604,1.25,0.0845,609,32.45,25.73,1,4641,4.557,0.16,0.747,0.734,,0
1923,K02086.03,0.951,11.8984948,0,0.011851,0.68051,1.69,0.1012,929,176.27,17.2,4,5862,4.194,-0.1,1.307,0.973,,0
1924,K02087.01,0.997,23.1274171,0,0.012395,0.55453,1.44,0.1602,667,46.89,25,1,5865,4.393,0.07,1.066,1.024,,0
1925,K02090.01,1,5.132486123,0,0.026773,14.13898,1.69,0.0497,584,27.41,27,1,3879,4.707,0.32,0.578,0.619,,0
1927,K02163.01,0.995,10.66489514,0,0.015773,2.59019,1.76,0.0961,865,132.15,24.97,3,6014,4.436,-0.04,1.021,1.037,,0
1928,K02164.01,1,5.1233204,0,0.015347,1.89424,1.65,0.0556,994,231.12,13.8,1,5364,4.394,0.14,0.982,0.872,,0
1929,K00229.01,1,3.573202801,0,0.049237,1.45984,5.81,0.0457,1210,507.91,9.9507,1,5646,4.37,0.22,1.08,0.996,,0
1930,K02166.01,0.997,61.6174528,0,0.033006,10.19029,3.36,0.302,424,7.67,126.93,1,5480,4.485,0.24,0.931,0.966,,0
1931,K02167.01,1,24.3398202,0,0.031817,0.3189,5.09,0.1644,737,69.79,21.5,3,5596,4.105,0.14,1.466,0.998,,0
1932,K02242.01,0.999,1.755843555,0,0.021444,0.27533,1.94,0.0277,1343,771.02,3.55,1,5569,4.566,-0.08,0.829,0.928,,0
1933,K02243.01,1,5.18560081,0,0.014547,0.68894,2.34,0.0631,1314,705.79,9.931,3,6172,4.198,0.16,1.471,1.25,,0
1934,K02245.01,1,33.4698571,0,0.020478,0.37871,2.45,0.2006,609,32.52,28.2,1,5912,4.342,-0.14,1.094,0.96,,0
1935,K02246.01,1,11.89520436,0,0.012286,2.55701,1.33,0.0994,787,90.77,26.74,1,5649,4.411,0,0.992,0.923,,0
1937,K02327.01,1,5.60013327,0,0.01622,2.65812,1.73,0.0587,952,194.26,16.3947,2,5288,4.391,0.18,0.978,0.858,,0
1938,K02328.01,0.407,25.2034128,0,0.024063,2.38173,2.42,0.1693,600,30.62,43.08,1,5831,4.517,0,0.921,1.016,,0
1940,K00239.01,1,5.640676975,0,0.034594,2.31253,4.59,0.0627,1125,379.36,15.726,2,5794,4.282,0.14,1.216,1.032,,0
1941,K02092.02,1,25.5638626,0,0.034909,0.43121,4,0.1758,671,47.94,24.6,3,6228,4.441,-0.08,1.049,1.107,,0
1943,K00222.02,1,12.7945474,0,0.025596,2.77961,1.6,0.0899,455,10.1,28.87,2,4090,4.696,-0.18,0.571,0.591,,0
1945,K02095.01,0.998,1.434745129,0,0.012886,1.94361,1.5,0.0252,1664,1813,5.958,1,5806,4.4,0.16,1.064,1.037,,0
1947,K02168.01,0.993,3.28192056,0,0.012619,1.0833,1.6,0.0442,1326,728.9,8.51,2,5859,4.335,0.16,1.162,1.064,,0
1948,K02168.02,1,12.51610549,0,0.014724,0.9654,1.87,0.1078,848,122.54,20,2,5859,4.335,0.16,1.162,1.064,,0
1949,K02169.01,0.897,5.45298742,0,0.010028,0.59143,0.92,0.0595,904,158.12,9.76,4,5450,4.563,0.1,0.842,0.944,,0
1951,K02247.01,1,4.45743267,0,0.011751,2.97604,0.79,0.0448,732,67.7,14.62,1,4487,4.644,-0.44,0.612,0.601,,0
1956,K02331.01,0.989,2.832647249,0,0.009889,1.62234,1.37,0.0403,1453,1054.98,8.83,1,5865,4.266,0.16,1.272,1.088,,0
1958,K02333.01,0.97,3.93083997,0,0.009264,1.26261,1.2,0.0487,1317,711.45,10.1,2,6038,4.284,-0.16,1.191,0.995,,0
1959,K02333.02,0.995,7.63008196,0,0.010695,1.49302,1.39,0.0758,1056,293.67,16.62,2,6038,4.284,-0.16,1.191,0.995,,0
1960,K02335.01,0.993,16.22378479,0,0.014927,6.60457,1.51,0.1212,676,49.35,45.1,1,5547,4.46,0,0.925,0.9,,0
1962,K02097.01,0.919,58.601926,0,0.018557,2.4381,2.06,0.2996,508,15.8,76.2,1,6250,4.44,-0.22,1.019,1.038,,0
1963,K02098.01,0.816,25.0823402,0,0.01637,0.12187,2.26,0.1685,776,85.76,15.94,2,6429,4.241,-0.46,1.262,1.011,,0
1964,K02099.01,0.995,78.0998908,0,0.024047,0.74418,3.37,0.3625,480,12.52,62.1,1,5779,4.238,0.16,1.284,1.039,,0
1965,K02100.01,0.98,4.27103727,0,0.012297,3.17582,1.22,0.0514,1108,356.54,14.52,1,5984,4.521,-0.2,0.906,0.993,,0
1968,K02171.01,0.996,3.53232429,0,0.013699,1.28934,1.43,0.0459,1159,427.65,9.47,1,5761,4.492,0.14,0.956,1.035,,0
1973,K02555.01,0.991,12.5722897,0,0.008561,0.91426,1.09,0.1072,886,145.82,19.69,1,6084,4.319,-0.06,1.169,1.037,,0
1974,K02556.01,0.983,40.8366307,0,0.014897,2.40742,1.5,0.2237,496,14.3,59.6,1,5529,4.457,0,0.925,0.893,,0
1978,K02634.01,0.952,19.9401211,0,0.029059,0.3806,2.42,0.1357,588,28.29,20,1,5623,4.596,-0.4,0.763,0.853,,0
1979,K02635.01,0.991,22.2420032,0,0.008612,0.04377,2.04,0.1655,954,195.54,10.46,1,5979,3.854,-0.12,2.164,1.219,,0
1981,K02409.01,1,0.577369336,0,0.01816,4.14027,1.42,0.0125,1757,2239.26,4.179,1,5255,4.617,-0.34,0.716,0.776,,0
1983,K00244.01,1,12.72037026,0,0.03461,1.6008,4.75,0.1101,934,180.23,23.9,2,6267,4.28,-0.06,1.258,1.097,,0
1987,K02484.01,0.939,68.8861017,0,0.010983,2.64356,1.47,0.3133,501,14.91,87.2,1,5753,4.2,-0.28,1.222,0.863,,0
1988,K02485.01,0.998,9.99115241,0,0.019277,1.89512,1.68,0.0833,660,44.77,21.5,3,4838,4.524,0.18,0.796,0.771,,0
1990,K02487.01,0.987,36.292017,0,0.01758,0.58571,3.1,0.2226,694,54.91,34.42,1,5843,4.069,0.14,1.615,1.115,,0
1992,K00250.02,1,17.25121397,0,0.044983,6.65796,2.64,0.1063,385,5.17,47.1,4,3879,4.708,-0.12,0.537,0.537,,0
1996,K02561.01,1,3.23941775,0,0.008203,1.31343,0.77,0.0419,1213,511.14,9,1,6075,4.541,-0.46,0.858,0.934,,0
2003,K02413.02,1,31.2012202,0,0.018653,1.48794,1.47,0.1734,406,6.44,42.5,2,4513,4.574,0.16,0.722,0.712,,0
2004,K02414.01,0.972,22.5968256,0,0.010811,0.8302,1.3,0.1505,670,47.7,28.19,2,5610,4.301,-0.04,1.104,0.889,,0
2005,K02414.02,0.973,45.3486381,0,0.013356,0.57668,1.61,0.2395,531,18.84,39.7,2,5610,4.301,-0.04,1.104,0.889,,0
2009,K02488.01,0.974,12.4128518,0,0.010188,0.48939,1.5,0.1063,933,179.24,15.86,1,5945,4.196,-0.02,1.346,1.039,,0
2012,K02491.01,1,2.66831274,0,0.015027,1.42361,1.48,0.0376,1252,581.38,8.12,1,5806,4.528,-0.04,0.899,0.996,,0
2013,K02563.01,0.993,23.4772553,0,0.010955,0.66996,1.34,0.1633,738,70.05,26.93,2,6384,4.361,-0.24,1.121,1.046,,0
2014,K02564.01,0.956,66.5576728,0,0.013335,0.45399,4.96,0.38,757,77.68,47.37,2,5734,3.591,0.26,3.405,1.648,,0
2018,K00254.01,0.999,2.455240626,0,0.170837,6.33298,10.6,0.0298,730,67.3,12.637,1,3793,4.697,0.32,0.568,0.587,,0
2019,K02643.01,0.918,9.08233411,0,0.015633,8.94101,1.35,0.0815,734,68.75,33.91,1,5354,4.587,-0.08,0.788,0.884,,0
2023,K00244.02,1,6.238535444,0,0.018412,1.27172,2.53,0.0685,1185,465.61,13.7795,2,6267,4.28,-0.06,1.258,1.097,,0
2025,K02419.01,0.998,9.95667035,0,0.028013,0.11923,3.41,0.0921,946,189.48,8.55,1,6165,4.365,-0.08,1.115,1.048,,0
2026,K02420.01,0.996,10.41728722,0,0.013087,1.2762,1.64,0.0914,870,135.34,19.42,2,5557,4.288,0.14,1.151,0.936,,0
2027,K02493.01,1,0.663085361,0,0.019059,0.83471,1.6,0.0141,1681,1894.94,2.69,1,5172,4.6,0.07,0.767,0.878,,0
2028,K02494.01,1,19.1187425,0,0.014589,0.17189,2.33,0.1444,823,108.48,14.92,1,5862,4.148,0.16,1.463,1.097,,0
2031,K00250.03,1,3.543919702,0,0.020559,4.85351,1.21,0.037,652,42.68,14.77,4,3879,4.708,-0.12,0.537,0.537,,0
2035,K02647.01,0.999,8.83929462,0,0.020396,1.18866,1.94,0.0795,778,86.5,17,1,5330,4.491,0.04,0.87,0.855,,0
2037,K02649.01,0.992,7.56126152,0,0.012323,2.59645,1.2,0.0751,891,149.17,19.87,1,5853,4.529,-0.1,0.895,0.99,,0
2039,K02650.02,0.983,7.05429483,0,0.017602,8.50958,1,0.0581,497,14.46,28.2,2,3765,4.725,0.02,0.521,0.526,,0
2041,K02422.01,1,26.7838935,0,0.017057,2.46309,1.59,0.1673,523,17.69,45.37,2,5242,4.512,0.14,0.856,0.869,,0
2042,K02423.01,1,45.126216,0,0.018205,0.91754,2.32,0.263,604,31.54,46.2,1,6499,4.378,-0.1,1.169,1.191,,0
2043,K02424.01,0.986,11.94019101,0,0.022753,3.80666,1.86,0.096,625,35.99,30.6,1,5073,4.607,0.07,0.748,0.856,,0
2045,K02498.01,0.922,6.73808701,0,0.008644,3.24733,0.73,0.0647,786,90.19,19.83,2,5168,4.566,-0.12,0.769,0.793,,0
2054,K00255.01,1,27.52194772,0,0.044275,3.33633,2.47,0.1445,314,2.28,51.1,3,3780,4.746,-0.02,0.511,0.531,,0
2055,K02652.01,1,16.1289679,0,0.024747,0.02158,2.94,0.1202,715,61.87,6.67,1,5392,4.314,0.18,1.087,0.888,,0
2056,K02654.01,0.978,13.5631157,0,0.017929,0.28446,1.75,0.1109,733,68.41,14.04,1,5853,4.529,-0.1,0.895,0.99,,0
2057,K02655.01,0.894,16.2959916,0,0.0174,14.28447,1.83,0.123,678,49.81,58.5,1,5495,4.442,0.16,0.961,0.932,,0
2058,K02426.01,0.986,4.16056658,0,0.007855,2.01253,0.7,0.0491,985,222.54,12.26,1,5481,4.574,-0.06,0.815,0.914,,0
2060,K00245.01,0.997,39.79220077,0,0.022303,4.02378,1.9,0.2144,458,10.38,69.576,4,5437,4.571,-0.24,0.781,0.829,,0
2066,K02506.01,1,8.679037,0,0.015997,3.03696,1.79,0.083,949,191.84,22.95,1,6117,4.42,-0.18,1.027,1.008,,0
2069,K02580.01,1,3.11604194,0,0.016885,4.67593,1.59,0.0415,1123,375.55,13.389,1,5591,4.559,0.07,0.86,0.977,,0
2072,K02668.01,1,0.679336747,0,0.014073,3.18974,1.4,0.0148,1883,2982.78,4.269,1,5440,4.491,0.21,0.913,0.942,,0
2077,K02672.01,0.82,88.5122014,0,0.045589,2.47617,4.7,0.378,390,5.47,100.84,2,5593,4.45,0.02,0.945,0.918,,0
2080,K02432.01,1,31.0572947,0,0.023111,6.0153,1.85,0.1803,480,12.57,67.4,2,5395,4.615,-0.34,0.734,0.821,,0
2081,K02433.01,0.982,15.1622287,0,0.025685,0.01635,3.12,0.1259,829,111.74,5.84,7,6325,4.409,-0.04,1.112,1.157,,0
2082,K02433.02,1,10.04378351,0,0.024216,0.02787,2.94,0.0957,951,193.39,5.3,7,6325,4.409,-0.04,1.112,1.157,,0
2084,K02509.01,0.976,4.5513988,0,0.012288,2.45318,1.13,0.0499,907,159.65,13.9,1,5009,4.491,0.16,0.84,0.797,,0
2085,K00248.02,1,10.91274065,0,0.036155,4.17699,2.13,0.0785,443,9.12,29.7,4,3834,4.708,-0.02,0.539,0.541,,0
2089,K02585.01,0.989,5.34182466,0,0.007643,1.0041,0.95,0.058,1125,379.09,11.48,3,5767,4.287,-0.14,1.135,0.91,,0
2090,K02586.01,1,2.131945045,0,0.014975,3.01046,1.66,0.0335,1418,955.16,8.98,2,5845,4.469,0.26,1.013,1.102,,0
2091,K02587.01,0.999,12.9462567,0,0.011943,0.12756,1.13,0.1062,764,80.34,10.416,1,6058,4.54,-0.4,0.867,0.95,,0
2097,K02660.01,1,18.0161227,0,0.020538,2.49234,2.39,0.1369,768,82.38,34.97,1,6245,4.406,-0.16,1.065,1.049,,0
2100,K02436.01,0.982,84.5733346,0,0.026709,4.03227,2.59,0.3778,366,4.26,115.1,1,5418,4.543,0.36,0.888,1.005,,0
2101,K00245.02,1,21.30181863,0,0.008442,3.12966,0.72,0.1413,564,23.89,42.18,4,5437,4.571,-0.24,0.781,0.829,,0
2102,K02437.01,0.987,4.14789051,0,0.012475,0.0858,1.93,0.0541,1389,878.32,4.27,1,6150,4.223,0.16,1.417,1.23,,0
2107,K02517.01,0.98,0.968527683,0,0.012523,0.2269,1.21,0.0191,1677,1867,2.24,1,5580,4.538,0.14,0.886,0.989,,0
2112,K00251.01,1,4.164384505,0,0.045876,3.60443,2.54,0.0411,590,28.75,14.89,2,3808,4.754,-0.06,0.508,0.534,,0
2113,K02662.01,1,2.10433534,0,0.016787,1.86071,0.79,0.025,662,45.34,7.58,1,3605,4.837,0.07,0.433,0.47,,0
2114,K02664.01,0.998,28.8431751,0,0.031071,0.83649,2.66,0.1679,491,13.77,33.3,1,5151,4.528,-0.16,0.785,0.758,,0
2120,K02439.01,1,5.19103699,0,0.01566,0.6011,1.92,0.0625,1183,462.91,9.496,2,6321,4.417,0.07,1.125,1.207,,0
2121,K02440.01,0.984,4.86638504,0,0.010894,3.35225,1.32,0.0557,1121,372.7,16.13,1,5688,4.333,0.1,1.111,0.969,,0
2123,K02442.01,0.999,25.1933989,0,0.021238,0.9584,1.95,0.156,513,16.34,31.8,2,5009,4.491,0.16,0.84,0.797,,0
2126,K02520.01,0.965,6.49441464,0,0.021621,0.42501,1.75,0.0612,732,68.05,9.82,1,4769,4.557,0,0.742,0.724,,0
2127,K00248.03,1,2.576571021,0,0.0267,5.48224,1.57,0.03,717,62.42,12.44,4,3834,4.708,-0.02,0.539,0.541,,0
2128,K02521.01,1,28.4750006,0,0.029051,0.49861,2.64,0.1689,489,13.5,27.8,2,4996,4.497,0.14,0.831,0.791,,0
2129,K02593.01,1,14.7966306,0,0.006866,0.68638,0.98,0.1268,874,138.25,19.95,2,6175,4.299,0.28,1.307,1.244,,0
2130,K02594.01,0.993,11.25401871,0,0.019863,0.49229,2.42,0.0991,888,147.13,14.88,1,5995,4.351,-0.04,1.118,1.022,,0
2131,K02595.01,0.993,9.18244299,0,0.008634,0.89505,1.24,0.0886,1052,289.74,15.86,2,6194,4.242,-0.04,1.314,1.098,,0
2132,K02595.02,0.932,14.6134781,0,0.007832,0.85547,1.12,0.1208,901,155.87,21.3,2,6194,4.242,-0.04,1.314,1.098,,0
2134,K02672.02,1,42.9923284,0,0.032127,1.80643,3.32,0.2336,496,14.33,56.1,2,5593,4.45,0.02,0.945,0.918,,0
2135,K00257.01,1,6.88341278,0,0.020209,6.91352,2.63,0.075,1080,321.63,25.87,1,6139,4.359,0.2,1.193,1.19,,0
2138,K02674.02,0.986,11.1726723,0,0.008182,0.27686,1.5,0.0989,1019,255.06,12.22,3,5616,4.004,0.04,1.674,1.032,,0
2139,K02674.03,0.999,2.53573284,0,0.007455,0.35053,1.36,0.0368,1671,1842.18,4.9207,3,5616,4.004,0.04,1.674,1.032,,0
2140,K02443.01,0.996,6.79164656,0,0.009257,1.54556,1.01,0.0658,994,230.81,15.56,2,5772,4.351,-0.38,1.003,0.824,,0
2141,K02443.02,0.991,11.8376933,0,0.009122,1.54302,1,0.0953,826,110.03,22.53,2,5772,4.351,-0.38,1.003,0.824,,0
2142,K02444.01,0.995,18.5525162,0,0.027989,0.55817,2.53,0.1336,612,33.14,21.7,1,5569,4.566,-0.08,0.829,0.928,,0
2144,K00245.03,,13.3669309,0,0.003223,1.67383,0.27,0.1025,656,43.71,25.1,4,5417,4.567,-0.32,0.772,0.803,,0
2148,K02523.01,0.998,13.0313583,0,0.024587,0.29053,2.88,0.1057,774,84.94,13.76,2,5514,4.345,0.16,1.071,0.926,,0
2149,K02524.01,0.951,40.9905002,0,0.015658,0.91456,2.41,0.2383,627,36.5,43.31,1,5842,4.17,0.14,1.41,1.072,,0
2151,K02597.01,0.996,8.00504749,0,0.012616,1.91099,1.52,0.0818,1035,271.68,18.64,3,6398,4.411,-0.14,1.101,1.141,,0
2152,K02597.02,0.969,12.13070414,0,0.013392,1.85868,1.61,0.108,901,155.85,24.36,3,6398,4.411,-0.14,1.101,1.141,,0
2156,K02376.01,0.942,18.8262877,0,0.025362,12.56224,2.34,0.128,591,28.85,61.74,1,5215,4.481,-0.06,0.845,0.787,,0
2158,K00241.03,1,3.41045981,0,0.014889,0.03759,1.06,0.0395,892,149.88,2.85,3,4983,4.66,-0.44,0.651,0.715,,0
2159,K02378.01,0.836,4.76702759,0,0.011605,5.06537,1.19,0.0528,1046,282.97,18.26,1,5629,4.43,-0.16,0.937,0.864,,0
2160,K02448.01,1,13.62801048,0,0.035168,0.25482,3.28,0.1039,639,39.48,13.58,1,5052,4.48,0.16,0.855,0.805,,0
2162,K02450.01,0.968,16.83203175,0,0.016896,1.41051,1.86,0.1256,690,53.44,27.64,2,5518,4.4,0.16,1.008,0.932,,0
2168,K02529.01,0.982,16.79716262,0,0.036114,0.34564,2.75,0.1158,503,15.19,17.27,2,4652,4.617,0.02,0.697,0.734,,0
2169,K00248.04,0.999,18.59611518,0,0.025959,13.82558,1.53,0.112,371,4.48,63.23,4,3834,4.708,-0.02,0.539,0.541,,0
2170,K00251.02,0.997,5.77440326,0,0.014483,6.89053,0.8,0.0511,529,18.6,23,2,3808,4.754,-0.06,0.508,0.534,,0
2172,K02602.01,0.993,11.47685263,0,0.01398,4.79022,1.58,0.0976,796,94.94,32.19,1,5550,4.384,0.16,1.032,0.941,,0
2179,K02383.01,0.998,4.37033233,0,0.012063,1.64385,1.56,0.0519,1191,475.39,11.84,1,5657,4.282,0.14,1.182,0.975,,0
2184,K00245.04,,51.20690303,,,,,,,,,4,,,,,,,0
2185,K02457.01,0.999,3.70429015,0,0.006909,0.83907,1.45,0.0502,1839,2708.57,8.475,1,6732,3.958,-0.42,1.927,1.23,,0
2186,K02530.01,0.996,37.3331165,0,0.014415,0.11952,2.5,0.226,657,44.17,20.65,1,5623,4.079,0.36,1.588,1.104,,0
2189,K02533.01,0.95,6.03355539,0,0.008535,0.04387,3.34,0.0663,1598,1540.84,4.387,3,4924,3.356,-0.08,3.588,1.066,,0
2190,K02534.01,0.999,3.02558494,0,0.011717,0.18203,1.62,0.0418,1484,1148.47,4.45,2,6123,4.263,-0.06,1.263,1.066,,0
2194,K02608.01,0.985,2.7612237,0,0.007563,0.44627,1.84,0.0435,2017,3906.36,5.64,1,6381,3.897,-0.08,2.232,1.436,,0
2199,K02387.01,0.999,2.032319072,0,0.016327,3.7469,1.87,0.0326,1542,1333.35,9.353,1,6156,4.443,0,1.05,1.114,,0
2201,K02458.01,0.998,4.35407371,0,0.016467,0.90519,1.63,0.0484,1043,279.53,9.68,2,5455,4.421,-0.2,0.909,0.795,,0
2202,K02460.01,0.956,11.32269749,0,0.021497,0.11476,1.51,0.0848,554,22.24,9.2,1,4563,4.624,-0.32,0.642,0.634,,0
2203,K02461.01,1,13.71218522,0,0.027248,3.64458,2.47,0.1091,676,49.26,33.1,1,5550,4.562,-0.06,0.831,0.923,,0
2205,K02463.01,0.743,7.46718958,0,0.008144,0.90781,1.04,0.0806,1035,271.25,13.88,1,6161,4.399,0.36,1.169,1.251,,0
2208,K02536.01,0.883,51.1319346,0,0.020107,0.41494,2.43,0.2705,542,20.36,38.6,1,6071,4.353,-0.14,1.107,1.005,,0
2211,K00249.01,1,9.549277089,0,0.038907,22.61413,1.57,0.0646,374,4.62,47.77,1,3547,4.899,-0.14,0.369,0.396,,0
2216,K02615.01,0.997,4.69505576,0,0.014207,1.36344,1.49,0.0557,1098,343.6,11.67,1,5999,4.494,-0.06,0.959,1.045,,0
2218,K00242.01,1,7.258450123,0,0.05504,0.38297,5.53,0.0736,880,141.3,10.2172,1,5638,4.513,0.16,0.92,1.006,,0
2220,K02389.01,0.993,22.9221181,0,0.011289,0.1884,1.33,0.1564,684,51.7,17.36,1,5897,4.357,-0.1,1.081,0.97,,0
2221,K02390.01,0.99,16.10474503,0,0.010181,0.69763,3.21,0.1418,1159,425.93,21.23,1,5822,3.683,0.06,2.886,1.464,,0
2222,K02392.01,0.975,7.42697378,0,0.013086,1.66158,1.4,0.0734,899,154.52,16.92,1,5573,4.434,0.16,0.982,0.957,,0
2225,K02466.01,0.997,3.17323012,0,0.012708,3.96382,0.88,0.0362,830,112.21,12.83,2,4500,4.632,-0.32,0.633,0.626,,0
2226,K02466.02,0.94,13.2970695,0,0.013131,3.29427,0.91,0.094,515,16.64,31.34,2,4500,4.632,-0.32,0.633,0.626,,0
2227,K00246.01,1,5.398752862,0,0.0169,1.19003,2.21,0.0602,1140,398.33,12.239,2,5790,4.279,0.06,1.198,0.997,,0
2230,K02541.01,0.868,7.41683033,0,0.009246,0.02287,3.36,0.0777,1425,973.85,4.05,2,4938,3.45,0,3.324,1.136,,0
2233,K02617.01,1,8.63050092,0,0.017113,1.32069,1.43,0.0779,739,70.63,17.32,1,5352,4.599,-0.18,0.764,0.857,,0
2235,K02619.01,1,3.27645723,0,0.016307,2.66517,1.71,0.0443,1195,482.56,11.479,1,5812,4.504,0.21,0.963,1.079,,0
2240,K02397.01,0.997,12.00089667,0,0.019481,1.65046,1.47,0.0906,632,37.81,23.25,1,5195,4.598,-0.56,0.69,0.688,,0
2242,K02399.01,0.997,1.916940872,0,0.009377,4.45681,0.89,0.0282,1246,571.25,9.53,1,5083,4.468,0.18,0.872,0.815,,0
2247,K02544.01,1,28.6253502,0,0.023158,2.74306,2.38,0.1857,573,25.54,49.16,1,5774,4.508,0.12,0.941,1.038,,0
2248,K02545.01,0.739,6.98141327,0,0.006012,0.08246,1.42,0.0806,1384,865.81,5.97,1,6054,3.923,0.16,2.163,1.429,,0
2252,K00250.01,1,12.28299829,0,0.048233,5.98262,2.83,0.0847,431,8.14,36.27,4,3879,4.708,-0.12,0.537,0.537,,0
2254,K02623.01,0.994,5.57654782,0,0.006836,0.69821,0.92,0.0659,1183,462.81,10.47,2,6187,4.341,0.26,1.238,1.23,,0
2255,K02624.01,0.997,115.6863392,0,0.028036,9.78828,3.52,0.4684,401,6.09,190.6,1,5800,4.327,0.14,1.149,1.021,,0
2256,K02625.01,0.95,3.81371423,0,0.015334,3.81156,1.37,0.0464,1029,264.63,14.31,1,5547,4.571,-0.1,0.82,0.918,,0
2261,K02402.01,0.992,16.3012727,0,0.017701,0.29392,1.54,0.1186,557,22.73,16.04,1,4873,4.558,0.32,0.796,0.836,,0
2262,K02403.01,0.757,13.32354078,0,0.009905,1.84695,1.32,0.1165,872,136.61,25.88,1,6113,4.341,0.22,1.218,1.194,,0
2263,K02472.01,1,2.607545159,0,0.017257,8.08759,2.07,0.0393,1431,993.79,14.27,1,6147,4.435,0.21,1.096,1.193,,0
2264,K02473.01,1,3.24417541,0,0.019378,1.09879,1.84,0.0401,1047,283.66,8.49,3,5094,4.469,0.16,0.87,0.813,,0
2268,K00246.02,1,9.60505976,0,0.006981,1.83471,0.91,0.0883,941,185.15,20.76,2,5790,4.279,0.06,1.198,0.997,,0
2272,K02552.01,0.998,3.65690909,0,0.009517,3.36906,1.32,0.0488,1368,828.52,13.35,1,6078,4.294,0.14,1.271,1.162,,0
2274,K02627.01,0.996,8.38395796,0,0.01139,0.05636,3.24,0.0896,1285,645.64,5.94,1,5405,3.741,0.08,2.605,1.365,,0
2275,K02628.01,0.998,1.68189051,0,0.008447,0.42957,1.27,0.0283,1790,2432.14,4,1,5827,4.191,0.16,1.374,1.068,,0
2278,K02632.01,1,7.12815163,0,0.006237,0.34415,1.36,0.082,1373,839.5,9.74,1,6311,3.998,0.18,1.994,1.443,,0
2281,K02406.01,1,7.01074295,0,0.013898,4.45167,3.76,0.0771,1453,1054.63,22.6,1,5814,3.745,-0.26,2.476,1.243,,0
2282,K02407.01,0.993,17.2922631,0,0.015049,0.06339,2.13,0.1361,809,101.22,10.01,1,5936,4.261,0.14,1.299,1.122,,0
2283,K02408.01,0.998,94.289223,0,0.021415,6.27526,2.11,0.4092,369,4.39,143.4,1,5632,4.537,0.21,0.904,1.026,,0
2288,K02482.01,1,45.0909201,0,0.024803,0.19406,2.44,0.2478,487,13.27,27.5,1,5790,4.528,-0.02,0.9,0.998,,0
2289,K02483.01,0.995,15.0539886,0,0.016079,0.18253,1.44,0.1078,665,46.3,12.98,1,5475,4.479,-0.46,0.818,0.734,,0
2293,K02842.01,1,1.565412613,0,0.048437,35.12423,1.73,0.0182,648,41.85,16.57,3,3464,4.923,-0.14,0.328,0.328,,0
2294,K02842.02,0.992,5.14892346,0,0.048149,21.7424,1.72,0.0403,436,8.54,31.2,3,3464,4.923,-0.14,0.328,0.328,,0
2298,K02920.01,0.98,6.73968289,0,0.011491,0.35113,1.48,0.068,1011,246.9,9.45,1,5511,4.261,0.14,1.176,0.92,,0
